"cell","gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"MUC5AC+ High","DUSP23",2.46478813688464e-06,-1.57853623156172,0.2,0.76,0.0650137166866062
"MUC5AC+ High","MMP7",2.75826746368534e-06,-2.88828961250298,0.15,0.747,0.0727548208896282
"MUC5AC+ High","MT-CO3",2.86155759098473e-06,-1.0745165751886,1,1,0.0754793045774041
"MUC5AC+ High","UGT2A1",3.45363312739971e-06,1.01186015521006,0.75,0.16,0.0910964810014221
"MUC5AC+ High","MT3",4.88220734887941e-06,1.30649805431776,0.65,0.2,0.128777983241392
"MUC5AC+ High","FCGBP",6.76341487489686e-06,2.49185309632967,0.65,0.133,0.178398594155154
"MUC5AC+ High","S100A10",1.82543748291544e-05,-1.78017009273137,0.15,0.693,0.481495644868605
"MUC5AC+ High","MIF",2.1065403315705e-05,-0.666352140899044,1,0.987,0.55564214325835
"MUC5AC+ High","CCNO",2.18183121244417e-05,1.02553509210714,0.95,0.813,0.575501618906399
"MUC5AC+ High","DBI",2.68963869951068e-05,0.763932641766475,0.95,0.64,0.709445999769932
"MUC5AC+ High","SAFB",2.78000729807702e-05,-0.291889268505979,0.05,0.333,0.733282525013774
"MUC5AC+ High","CP",3.29516817056978e-05,-1.03333718387411,0.95,0.973,0.869166508351192
"MUC5AC+ High","TXNDC12",3.33846398525975e-05,-0.539365634281046,0,0.413,0.880586645391965
"MUC5AC+ High","CTSC",3.46613892262913e-05,1.10126864077537,1,0.933,0.914263463621885
"MUC5AC+ High","HIST2H2AA4",3.59865844948457e-05,0.584962500721156,0.5,0.053,0.949218139220545
"MUC5AC+ High","ILVBL",4.79774929763703e-05,-0.277533975528909,0.05,0.32,1
"MUC5AC+ High","TBC1D8B",4.79774929763703e-05,-0.277533975528909,0.05,0.32,1
"MUC5AC+ High","FAM50A",4.90065227474565e-05,-0.512648295905266,0,0.4,1
"MUC5AC+ High","CLU",6.12026242928079e-05,-1.23644019582208,0.75,0.973,1
"MUC5AC+ High","NONO",7.15805061122376e-05,0.297475051162823,0.5,0.52,1
"MUC5AC+ High","RPS29",7.55038783392977e-05,0.625796218229734,1,0.987,1
"MUC5AC+ High","ADH1C",7.81317983241287e-05,1.65217145798673,0.85,0.6,1
"MUC5AC+ High","MT-CYB",7.87103592599668e-05,-0.737397258770501,1,1,1
"MUC5AC+ High","C19orf24",8.32464987694378e-05,-0.256047975517687,0.1,0.373,1
"MUC5AC+ High","SCG3",8.76562869903003e-05,0.432959407276106,0.25,0,1
"MUC5AC+ High","PTGFR",0.000106031050355757,0.711874613203376,0.55,0.147,1
"MUC5AC+ High","PTTG1IP",0.000120038204184694,-0.885116362115649,0.3,0.773,1
"MUC5AC+ High","DRAP1",0.00014927254913884,-0.499101764067318,0,0.36,1
"MUC5AC+ High","PMEPA1",0.00014927254913884,-0.512648295905266,0,0.36,1
"MUC5AC+ High","VIM",0.00014927254913884,-1.19744606420622,0,0.36,1
"MUC5AC+ High","SREBF1",0.000166960586236595,0.733242508123489,0.5,0.253,1
"MUC5AC+ High","LSS",0.00017449769009041,0.593732710348888,0.5,0.093,1
"MUC5AC+ High","NAA50",0.000213862930832705,-0.443606651475615,0,0.347,1
"MUC5AC+ High","LITAF",0.000241737558265357,-0.423754716379953,0.3,0.76,1
"MUC5AC+ High","HLA-DRB1",0.000251393971276634,1.08975465275833,0.95,0.693,1
"MUC5AC+ High","ING1",0.000260294685381237,0.791413378188582,0.55,0.2,1
"MUC5AC+ High","CRIP2",0.000265956058701128,-0.934411658372423,0.65,0.867,1
"MUC5AC+ High","ST6GAL1",0.00027190827214886,-1.07662128160291,0.5,0.853,1
"MUC5AC+ High","PI3",0.00027617499756831,2.15795235977624,0.65,0.36,1
"MUC5AC+ High","LCN2",0.000287682209889314,1.513715337571,1,1,1
"MUC5AC+ High","NME4",0.000326295325964642,0.321928094887362,0.35,0.28,1
"MUC5AC+ High","SYNGR2",0.000334188395094146,-0.567040592723894,1,0.96,1
"MUC5AC+ High","GSTA1",0.000336206922805578,1.0799553045814,0.95,0.733,1
"MUC5AC+ High","MDK",0.000336900136767885,0.963090734378984,1,1,1
"MUC5AC+ High","FUT2",0.000362675726128871,0.75611064343291,0.85,0.547,1
"MUC5AC+ High","SDF4",0.000376879364659076,-0.602123051879339,0.25,0.733,1
"MUC5AC+ High","HIST1H4C",0.000377073792784159,0.750165091921065,0.7,0.507,1
"MUC5AC+ High","GLIS3",0.000431972499776396,-0.485426827170242,0,0.32,1
"MUC5AC+ High","ANKRD37",0.000431972499776399,-0.471621027645211,0,0.32,1
"MUC5AC+ High","ATP6V1B1",0.00047385838200974,0.546488352906521,0.7,0.227,1
"MUC5AC+ High","ALDH1A1",0.000489446183494298,0.692910414088271,1,0.96,1
"MUC5AC+ High","CD177",0.00053468409046427,0.516944077292505,0.3,0.013,1
"MUC5AC+ High","MAGED1",0.000547020915268815,0.294961047287093,1,0.64,1
"MUC5AC+ High","SLC13A2",0.000552765142694195,0.263034405833794,0.2,0,1
"MUC5AC+ High","AGR3",0.00055853092327613,-1.21904639345646,0.55,0.747,1
"MUC5AC+ High","SLC35D2",0.000562932181675704,0.456229186598953,0.5,0.093,1
"MUC5AC+ High","CYP2F1",0.000565922941385683,0.731615968805163,0.9,0.987,1
"MUC5AC+ High","SAA2",0.000576911895097882,1.84983590621873,0.9,0.6,1
"MUC5AC+ High","LDHA",0.000603655382017118,-0.900464326449086,0.55,0.787,1
"MUC5AC+ High","FAM107A",0.000605922677001906,0.413850584328402,0.3,0.013,1
"MUC5AC+ High","CNPPD1",0.000609288662552268,-0.415037499278844,0,0.307,1
"MUC5AC+ High","SERTAD4-AS1",0.000609288662552268,-0.429392792255914,0,0.307,1
"MUC5AC+ High","WDR26",0.000609288662552268,-0.415037499278844,0,0.307,1
"MUC5AC+ High","HSP90AA1",0.00066759165785041,-0.811338435976102,0.9,0.96,1
"MUC5AC+ High","TRAPPC3",0.000732613575840984,-0.520970944027909,0.05,0.467,1
"MUC5AC+ High","LMNA",0.000749227602762968,-0.852101304887687,0.3,0.68,1
"MUC5AC+ High","HLA-DPA1",0.000806879119127371,0.990548524655428,0.7,0.307,1
"MUC5AC+ High","HARS",0.000808534360339003,-0.277533975528909,0.05,0.307,1
"MUC5AC+ High","ATP13A1",0.000855313770146093,-0.415037499278844,0,0.293,1
"MUC5AC+ High","TMEM176B",0.000855313770146093,-0.713695814843359,0,0.293,1
"MUC5AC+ High","UPK3B",0.000855313770146093,-0.457681836687337,0,0.293,1
"MUC5AC+ High","ARL2",0.0008553137701461,-0.385891153619327,0,0.293,1
"MUC5AC+ High","PSMD12",0.0008553137701461,-0.371094151691247,0,0.293,1
"MUC5AC+ High","PPP2R5E",0.000855313770146104,-0.400537929583729,0,0.293,1
"MUC5AC+ High","FAM174A",0.00090036855178824,-0.56441512331707,0.1,0.533,1
"MUC5AC+ High","SAA1",0.000945393670385614,1.63555686655624,0.95,0.747,1
"MUC5AC+ High","PTP4A2",0.000957050247776067,0.321928094887362,0.9,0.48,1
"MUC5AC+ High","RABGGTB",0.000963662172411344,-0.558772976740293,0.05,0.453,1
"MUC5AC+ High","MPZL2",0.00100746896809913,-0.542416805755071,0.25,0.707,1
"MUC5AC+ High","SRPRA",0.00110028229057191,-0.717600269299275,0.2,0.627,1
"MUC5AC+ High","HLA-B",0.00112661583277478,0.748580223068921,1,1,1
"MUC5AC+ High","CHP2",0.00115808289202256,0.524033502078824,0.6,0.533,1
"MUC5AC+ High","ABI2",0.00119525200545938,-0.356143810225275,0,0.28,1
"MUC5AC+ High","EIF2S1",0.00119525200545938,-0.371094151691247,0,0.28,1
"MUC5AC+ High","TRIM47",0.00119525200545938,-0.400537929583729,0,0.28,1
"MUC5AC+ High","UFSP2",0.00119525200545938,-0.400537929583729,0,0.28,1
"MUC5AC+ High","DNAH5",0.00119525200545939,-0.400537929583729,0,0.28,1
"MUC5AC+ High","POLR2L",0.00125273323038403,-0.616671360448494,0.95,1,1
"MUC5AC+ High","FADS2",0.00139559403819999,0.594300365300493,0.3,0.027,1
"MUC5AC+ High","B2M",0.00139911486455438,0.566494344926339,1,1,1
"MUC5AC+ High","LRRC8A",0.00141333962930131,-0.667100787291634,0.1,0.507,1
"MUC5AC+ High","MSLN",0.00142866070814779,-1.41503749927884,0.5,0.76,1
"MUC5AC+ High","SRI",0.00154261256095658,-0.555900035118693,0.75,0.813,1
"MUC5AC+ High","LYZ",0.00154994694991936,0.906890595608519,0.35,0.053,1
"MUC5AC+ High","LY6D",0.00155673228249321,-1.66657626627481,0.05,0.413,1
"MUC5AC+ High","EPS8",0.00157190705425864,-0.349449157651267,0.2,0.587,1
"MUC5AC+ High","TANC2",0.00166310903164261,-0.341036917835067,0,0.267,1
"MUC5AC+ High","UBR1",0.00166310903164261,-0.356143810225275,0,0.267,1
"MUC5AC+ High","DNAAF2",0.00166310903164263,-0.385891153619327,0,0.267,1
"MUC5AC+ High","DNAJB9",0.00166310903164263,-0.400537929583729,0,0.267,1
"MUC5AC+ High","HSDL2",0.00166310903164263,-0.371094151691247,0,0.267,1
"MUC5AC+ High","LARP4",0.00166310903164263,-0.371094151691247,0,0.267,1
"MUC5AC+ High","MRPS30",0.00166310903164263,-0.371094151691247,0,0.267,1
"MUC5AC+ High","MUC16",0.00168118044919162,-0.85640914637115,0.7,0.947,1
"MUC5AC+ High","KRT17",0.00176892907192476,-0.88928058795641,0.05,0.387,1
"MUC5AC+ High","CLCA2",0.00186603540043167,0.569020956852134,0.8,0.373,1
"MUC5AC+ High","BRK1",0.00189813690382586,-0.600451007990164,0.6,0.853,1
"MUC5AC+ High","WLS",0.00193009563881386,-0.516320835116025,0.1,0.507,1
"MUC5AC+ High","TNFRSF1A",0.00205767836341909,-0.495207847962827,0.05,0.427,1
"MUC5AC+ High","CD9",0.0020913002648861,-0.672195338775968,1,1,1
"MUC5AC+ High","FMO5",0.00209678063290899,0.506959988719883,0.6,0.253,1
"MUC5AC+ High","HEY1",0.00213753501749731,0.614108846380673,0.65,0.227,1
"MUC5AC+ High","SEC61B",0.00214067601460435,-0.35520424976166,1,0.907,1
"MUC5AC+ High","LAMB3",0.00215992483670746,-0.552541023028779,0.05,0.413,1
"MUC5AC+ High","STEAP4",0.00217465230001697,-0.800928652898171,0.75,0.92,1
"MUC5AC+ High","SRSF5",0.00219333946291731,0.365320690400743,0.65,0.613,1
"MUC5AC+ High","HLA-DRA",0.00219469957120506,0.933266011032816,0.9,0.733,1
"MUC5AC+ High","NCL",0.00220797665580778,-0.633677785754184,0.6,0.8,1
"MUC5AC+ High","FHL2",0.00224787691705101,-0.616671360448494,0.3,0.72,1
"MUC5AC+ High","ADRBK1",0.00230464916624758,-0.356143810225275,0,0.253,1
"MUC5AC+ High","CCDC91",0.00230464916624758,-0.356143810225275,0,0.253,1
"MUC5AC+ High","HIVEP2",0.0023046491662476,-0.356143810225275,0,0.253,1
"MUC5AC+ High","SPAG1",0.0023046491662476,-0.385891153619327,0,0.253,1
"MUC5AC+ High","VOPP1",0.0023046491662476,-0.341036917835067,0,0.253,1
"MUC5AC+ High","ZYX",0.0023046491662476,-0.325770161181757,0,0.253,1
"MUC5AC+ High","PPP1R1A",0.00231379614391413,0.39231742277876,0.4,0.067,1
"MUC5AC+ High","HLA-DQB1",0.00243250935244117,0.514573172829758,0.5,0.347,1
"MUC5AC+ High","ADRA2A",0.00246086525215942,0.679084678085706,0.5,0.133,1
"MUC5AC+ High","GNAS",0.00247697826230504,0.51937415909358,0.9,0.893,1
"MUC5AC+ High","LDHB",0.00254281864302666,0.594103154577625,1,0.84,1
"MUC5AC+ High","TNFAIP2",0.00273507817720365,-0.928298534645811,0.1,0.467,1
"MUC5AC+ High","SYNCRIP",0.00280198662723924,-0.563429339171515,0.2,0.6,1
"MUC5AC+ High","S100A6",0.00294377032202841,-0.534864938956969,1,1,1
"MUC5AC+ High","MALL",0.00297070036023639,-0.591915261362923,0.1,0.493,1
"MUC5AC+ High","CD55",0.00300670978811468,-0.830894478864236,0.95,0.973,1
"MUC5AC+ High","SELENBP1",0.00305675684671558,0.599835777202686,0.9,0.787,1
"MUC5AC+ High","SAV1",0.00318132739549166,-0.31034012061215,0,0.24,1
"MUC5AC+ High","SMC4",0.00318132739549166,-0.325770161181757,0,0.24,1
"MUC5AC+ High","CYP24A1",0.00318132739549169,-0.539365634281046,0,0.24,1
"MUC5AC+ High","EDN2",0.00318132739549169,-0.990349829966281,0,0.24,1
"MUC5AC+ High","IFNAR2",0.00318132739549169,-0.31034012061215,0,0.24,1
"MUC5AC+ High","IFT57",0.00318132739549169,-0.371094151691247,0,0.24,1
"MUC5AC+ High","CIAO1",0.00318132739549171,-0.31034012061215,0,0.24,1
"MUC5AC+ High","FGD5-AS1",0.00318132739549171,-0.356143810225275,0,0.24,1
"MUC5AC+ High","WDR83OS",0.0032383493011903,-0.466567799918926,0.9,0.907,1
"MUC5AC+ High","ATP6V0B",0.00329870007277255,-0.60555940532827,0.55,0.867,1
"MUC5AC+ High","ANPEP",0.00329884340136771,-0.415037499278844,0.15,0.52,1
"MUC5AC+ High","TM9SF1",0.0033712196012058,-0.533681995777463,0.05,0.4,1
"MUC5AC+ High","SLC26A4",0.00338326559510263,0.432959407276106,0.15,0,1
"MUC5AC+ High","CISD2",0.00339613045746853,-0.471621027645211,0.2,0.613,1
"MUC5AC+ High","SLC51A",0.00344616706703068,0.486987341157859,0.6,0.307,1
"MUC5AC+ High","PAM",0.00353872199299373,-0.644519345401611,0.35,0.733,1
"MUC5AC+ High","DHFR",0.00357578134861244,0.265344566520995,0.25,0.027,1
"MUC5AC+ High","AGPAT2",0.0036003042220658,-0.520970944027909,0.05,0.4,1
"MUC5AC+ High","ADH7",0.00360156993604624,0.705256734438868,0.45,0.187,1
"MUC5AC+ High","RPL22L1",0.00373260326163434,-0.686064695866168,0.45,0.72,1
"MUC5AC+ High","MRPS12",0.00385453209470133,-0.482151695137381,0.05,0.4,1
"MUC5AC+ High","C19orf60",0.00400945945524087,-0.485426827170242,0.15,0.547,1
"MUC5AC+ High","CALR",0.00428295958484269,-0.588964431278652,0.75,0.973,1
"MUC5AC+ High","C4orf48",0.00437552253765076,-0.356143810225275,0,0.227,1
"MUC5AC+ High","GSE1",0.00437552253765076,-0.31034012061215,0,0.227,1
"MUC5AC+ High","C16orf91",0.0043755225376508,-0.294743265561132,0,0.227,1
"MUC5AC+ High","CBLB",0.0043755225376508,-0.31034012061215,0,0.227,1
"MUC5AC+ High","CDS1",0.0043755225376508,-0.31034012061215,0,0.227,1
"MUC5AC+ High","DYM",0.0043755225376508,-0.294743265561132,0,0.227,1
"MUC5AC+ High","IFT81",0.0043755225376508,-0.294743265561132,0,0.227,1
"MUC5AC+ High","MDFIC",0.0043755225376508,-0.31034012061215,0,0.227,1
"MUC5AC+ High","YWHAB",0.00438670667812715,-0.586648877349043,0.6,0.893,1
"MUC5AC+ High","TMED2",0.00440134670054868,-0.300071785158324,0.95,0.867,1
"MUC5AC+ High","ALDH1L1",0.00459181248345879,0.451695969857692,0.45,0.133,1
"MUC5AC+ High","MGST1",0.00461727512513279,0.420165407731877,1,1,1
"MUC5AC+ High","ALOX15",0.00465556806210524,1.60733031374961,0.5,0.16,1
"MUC5AC+ High","RNF130",0.00468175601541545,0.427722758909959,0.6,0.227,1
"MUC5AC+ High","GGH",0.00469914642065387,0.635085980146992,0.6,0.267,1
"MUC5AC+ High","EYA1",0.00481369196873134,0.401655287358097,0.55,0.173,1
"MUC5AC+ High","HES4",0.00481496661327982,0.454031630894707,1,0.813,1
"MUC5AC+ High","PROM2",0.00487504181433543,-0.501194143028558,0.25,0.653,1
"MUC5AC+ High","ACTB",0.00499646712254161,-0.689142517823836,1,1,1
"MUC5AC+ High","PFDN1",0.00524457996504194,-0.45567948377619,0.05,0.387,1
"MUC5AC+ High","PSMA2",0.00524457996504194,-0.45567948377619,0.05,0.387,1
"MUC5AC+ High","VSTM2L",0.00527629522525141,-0.569547448334469,0.15,0.52,1
"MUC5AC+ High","MKL2",0.00532653645565331,0.388423506674269,0.7,0.307,1
"MUC5AC+ High","PFKL",0.00535778158705835,-0.442258968013868,0.05,0.387,1
"MUC5AC+ High","KDM5A",0.00556228942330237,-0.415037499278844,0.05,0.387,1
"MUC5AC+ High","PCBP2",0.00567839460104574,0.458132478485674,0.95,0.853,1
"MUC5AC+ High","PHGDH",0.00598485260448201,0.376375878909739,0.3,0.04,1
"MUC5AC+ High","SNCA",0.00598485260448201,0.376375878909739,0.3,0.04,1
"MUC5AC+ High","METTL15",0.00599751493461334,-0.278975949702815,0,0.213,1
"MUC5AC+ High","NFKBIB",0.00599751493461334,-0.278975949702815,0,0.213,1
"MUC5AC+ High","ZNF585A",0.00599751493461334,-0.294743265561132,0,0.213,1
"MUC5AC+ High","FAM118A",0.00599751493461337,-0.294743265561132,0,0.213,1
"MUC5AC+ High","ZNF131",0.00599751493461337,-0.294743265561132,0,0.213,1
"MUC5AC+ High","C15orf65",0.00599751493461341,-0.294743265561132,0,0.213,1
"MUC5AC+ High","DCUN1D1",0.00599751493461341,-0.294743265561132,0,0.213,1
"MUC5AC+ High","RALGDS",0.00599751493461341,-0.31034012061215,0,0.213,1
"MUC5AC+ High","TMTC3",0.00599751493461341,-0.278975949702815,0,0.213,1
"MUC5AC+ High","XPNPEP3",0.00599751493461341,-0.278975949702815,0,0.213,1
"MUC5AC+ High","SHC1",0.00599751493461344,-0.278975949702815,0,0.213,1
"MUC5AC+ High","ASF1A",0.0059975149346135,-0.294743265561132,0,0.213,1
"MUC5AC+ High","FAM118B",0.0059975149346135,-0.294743265561132,0,0.213,1
"MUC5AC+ High","GCLC",0.00621393271715918,0.385353475028996,0.3,0.187,1
"MUC5AC+ High","PRKCD",0.0062641512612033,0.475551284000574,0.5,0.187,1
"MUC5AC+ High","SERPINB8",0.00640751360589418,-0.30610312772568,0.05,0.307,1
"MUC5AC+ High","SNHG8",0.00644961132260663,0.40569645257996,0.9,0.813,1
"MUC5AC+ High","ENTPD5",0.00646155271871905,0.431157164642121,0.5,0.187,1
"MUC5AC+ High","NAMPT",0.00655491089740066,0.480625840906421,0.45,0.133,1
"MUC5AC+ High","RANBP2",0.00655728977606091,-0.482151695137381,0.05,0.373,1
"MUC5AC+ High","GPX3",0.00660324084978368,-0.558772976740293,0.05,0.373,1
"MUC5AC+ High","BEX4",0.00703439749381521,-0.31550182572793,0.15,0.467,1
"MUC5AC+ High","RAC1",0.00713522967008797,-0.495957494662411,0.85,0.947,1
"MUC5AC+ High","H2AFJ",0.00720729103242025,0.400705208271479,1,0.813,1
"MUC5AC+ High","GDF15",0.00722835519423444,0.906890595608519,0.5,0.56,1
"MUC5AC+ High","LPP-AS2",0.0072877102220189,0.321928094887362,0.3,0.04,1
"MUC5AC+ High","TXNDC17",0.00737638257310311,-0.493040011280117,0.5,0.827,1
"MUC5AC+ High","SERPINF1",0.00737879951865429,0.605321588355735,1,0.92,1
"MUC5AC+ High","TMEM176A",0.00745677604536577,-0.678071905112637,0.05,0.373,1
"MUC5AC+ High","CNBP",0.00767234243497645,-0.35437471737222,0.7,0.72,1
"MUC5AC+ High","DDIT4",0.00784449006195313,-1.0590205138122,0.65,0.853,1
"MUC5AC+ High","SLC16A7",0.00784457786531409,-0.491658780881756,0.1,0.44,1
"MUC5AC+ High","TSPAN3",0.00785984030199506,-0.67053823242723,0.95,1,1
"MUC5AC+ High","TMEM165",0.00786458341333058,-0.519374159093579,0.55,0.707,1
"MUC5AC+ High","APP",0.00789944688849024,-0.379990552179643,0.65,0.933,1
"MUC5AC+ High","KMT2E",0.00804244540004927,-0.485426827170242,0.15,0.52,1
"MUC5AC+ High","KLK11",0.00808772293393726,0.597107930583245,0.95,0.867,1
"MUC5AC+ High","NDNF",0.00819481732040928,-0.278975949702815,0,0.2,1
"MUC5AC+ High","POP4",0.00819481732040928,-0.263034405833794,0,0.2,1
"MUC5AC+ High","TTC22",0.00819481732040928,-0.263034405833794,0,0.2,1
"MUC5AC+ High","ARL16",0.00819481732040934,-0.294743265561132,0,0.2,1
"MUC5AC+ High","HDAC11",0.00819481732040934,-0.263034405833794,0,0.2,1
"MUC5AC+ High","ITGB1BP1",0.00819481732040934,-0.278975949702815,0,0.2,1
"MUC5AC+ High","LINC01436",0.00819481732040934,-0.294743265561132,0,0.2,1
"MUC5AC+ High","LTV1",0.00819481732040934,-0.278975949702815,0,0.2,1
"MUC5AC+ High","PDRG1",0.00819481732040934,-0.263034405833794,0,0.2,1
"MUC5AC+ High","RNF121",0.00819481732040934,-0.263034405833794,0,0.2,1
"MUC5AC+ High","SETX",0.00819481732040934,-0.263034405833794,0,0.2,1
"MUC5AC+ High","TMEM178A",0.00819481732040934,-0.31034012061215,0,0.2,1
"MUC5AC+ High","TMEM41A",0.00819481732040934,-0.278975949702815,0,0.2,1
"MUC5AC+ High","URM1",0.00819481732040934,-0.263034405833794,0,0.2,1
"MUC5AC+ High","ZC3H8",0.00819481732040934,-0.263034405833794,0,0.2,1
"MUC5AC+ High","ACTR1B",0.00819481732040943,-0.278975949702815,0,0.2,1
"MUC5AC+ High","ALAS1",0.00819481732040943,-0.278975949702815,0,0.2,1
"MUC5AC+ High","ARIH1",0.00819481732040943,-0.278975949702815,0,0.2,1
"MUC5AC+ High","CCDC50",0.00819481732040943,-0.263034405833794,0,0.2,1
"MUC5AC+ High","GNS",0.00819481732040943,-0.278975949702815,0,0.2,1
"MUC5AC+ High","ICAM1",0.00819481732040943,-0.400537929583729,0,0.2,1
"MUC5AC+ High","LGALS7",0.00819481732040943,-0.400537929583729,0,0.2,1
"MUC5AC+ High","MCC",0.00819481732040943,-0.263034405833794,0,0.2,1
"MUC5AC+ High","MCTP2",0.00819481732040943,-0.278975949702815,0,0.2,1
"MUC5AC+ High","MLF1",0.00819481732040943,-0.278975949702815,0,0.2,1
"MUC5AC+ High","MRPL39",0.00819481732040943,-0.278975949702815,0,0.2,1
"MUC5AC+ High","RNF13",0.00819481732040943,-0.325770161181757,0,0.2,1
"MUC5AC+ High","UTP3",0.00819481732040943,-0.263034405833794,0,0.2,1
"MUC5AC+ High","ANO6",0.00819481732040949,-0.263034405833794,0,0.2,1
"MUC5AC+ High","NIP7",0.00819481732040949,-0.263034405833794,0,0.2,1
"MUC5AC+ High","CANX",0.00827732528942651,-0.556509925231724,0.6,0.773,1
"MUC5AC+ High","C1orf168",0.00834452551309076,0.336574870851764,0.6,0.24,1
"MUC5AC+ High","RPS2",0.00850070629083466,0.487980087182468,1,1,1
"MUC5AC+ High","TCN2",0.00853820645785027,0.415037499278844,0.5,0.2,1
"MUC5AC+ High","SERINC2",0.00869713003769915,-0.483750249362858,0.7,0.933,1
"MUC5AC+ High","RHOA",0.00900309298913982,-0.415037499278844,0.8,0.987,1
"MUC5AC+ High","HLA-A",0.00906388685861739,0.436168963751996,1,1,1
"MUC5AC+ High","TMEM208",0.00924244014323397,-0.592680413881993,0.3,0.667,1
"MUC5AC+ High","YWHAQ",0.00936615969412339,-0.482676216154207,0.2,0.573,1
"MUC5AC+ High","LTF",0.00939573586857727,1.53418793348803,0.65,0.333,1
"MUC5AC+ High","CXCL3",0.00943685006047067,0.665882496104723,0.25,0.027,1
"MUC5AC+ High","ACADSB",0.00953964217120179,0.338606836033993,0.45,0.133,1
"MUC5AC+ High","ST6GALNAC4",0.00953964573385826,-0.42871243617592,0.05,0.36,1
"MUC5AC+ High","MAP2K3",0.0095396457338584,-0.42871243617592,0.05,0.36,1
"MUC5AC+ High","CLDN22",0.00963589287369246,0.436260770366357,0.5,0.16,1
"MUC5AC+ High","HSP90AB1",0.00968552016489889,-0.624178897117436,0.75,0.947,1
"MUC5AC+ High","NRG2",0.00970819871837664,0.340543773054709,0.25,0.027,1
"MUC5AC+ High","EFCAB14",0.00977801034188312,-0.42871243617592,0.05,0.36,1
"MUC5AC+ High","TPBG",0.00981098333362576,-0.42701014094492,0.15,0.507,1
"MUC5AC+ High","PTN",0.00988716419547986,0.450512300948775,0.75,0.373,1
"MUC5AC+ High","IFITM2",0.00990296293517533,-0.811338435976102,0.35,0.667,1
"MUC5AC+ High","NFIX",0.00997575168744914,-0.401231699753813,0.05,0.36,1
"MUC5AC+ High","ERGIC3",0.0102526308067897,-0.494207712712451,0.75,0.813,1
"MUC5AC+ High","SNRPD1",0.0104649218165212,0.368470680824393,0.6,0.493,1
"MUC5AC+ High","IGFBP4",0.0105224448323751,-0.580774703757723,0.1,0.44,1
"MUC5AC+ High","KRT5",0.0107197108893733,-0.302562770020431,0.05,0.28,1
"MUC5AC+ High","CITED4",0.0107378210148651,0.252387161634285,0.35,0.093,1
"MUC5AC+ High","MMADHC",0.0111436095418388,-0.537894247064377,0.3,0.653,1
"MUC5AC+ High","CSNK1G3",0.011164705103511,-0.278975949702815,0,0.187,1
"MUC5AC+ High","GRAMD1A",0.011164705103511,-0.263034405833794,0,0.187,1
"MUC5AC+ High","LRP12",0.011164705103511,-0.278975949702815,0,0.187,1
"MUC5AC+ High","MARCH7",0.011164705103511,-0.263034405833794,0,0.187,1
"MUC5AC+ High","MDFI",0.011164705103511,-0.263034405833794,0,0.187,1
"MUC5AC+ High","ODF3B",0.011164705103511,-0.278975949702815,0,0.187,1
"MUC5AC+ High","PLEKHA3",0.011164705103511,-0.263034405833794,0,0.187,1
"MUC5AC+ High","PNO1",0.011164705103511,-0.263034405833794,0,0.187,1
"MUC5AC+ High","SLC27A1",0.011164705103511,-0.263034405833794,0,0.187,1
"MUC5AC+ High","SPG20",0.011164705103511,-0.278975949702815,0,0.187,1
"MUC5AC+ High","TDP2",0.011164705103511,-0.263034405833794,0,0.187,1
"MUC5AC+ High","RP11-465N4.4",0.0111647051035112,-0.263034405833794,0,0.187,1
"MUC5AC+ High","SPOCK3",0.0111647051035112,-0.294743265561132,0,0.187,1
"MUC5AC+ High","KRTCAP2",0.0113238274566817,-0.498624129551819,0.9,0.947,1
"MUC5AC+ High","RGN",0.0114122208344947,0.283960244688342,0.25,0.027,1
"MUC5AC+ High","GK",0.0114122208344947,0.283960244688342,0.25,0.027,1
"MUC5AC+ High","ALG3",0.0114464442258257,-0.453856748169372,0.1,0.427,1
"MUC5AC+ High","FKBP2",0.0116031222264867,-0.586924017054442,0.75,0.92,1
"MUC5AC+ High","PDE4D",0.0117385948715419,-0.468976306389648,0.05,0.347,1
"MUC5AC+ High","RAB2A",0.0117759136536981,-0.510517808133073,0.65,0.867,1
"MUC5AC+ High","SMDT1",0.0120485236537544,0.36715734888036,0.9,0.733,1
"MUC5AC+ High","BAMBI",0.0121272764927949,0.425021587851466,0.25,0.08,1
"MUC5AC+ High","PFN1",0.0122333112602844,-0.470267019999236,0.95,0.987,1
"MUC5AC+ High","STT3B",0.0124370524953413,-0.496831590442491,0.2,0.547,1
"MUC5AC+ High","TMEM59",0.0125214780615651,-0.472813830558044,0.95,1,1
"MUC5AC+ High","TPM4",0.0127243222968794,-0.422814849870563,0.65,0.907,1
"MUC5AC+ High","TATDN1",0.013036615429277,-0.401231699753813,0.05,0.347,1
"MUC5AC+ High","ETHE1",0.0130601984271053,-0.449253214616757,0.2,0.56,1
"MUC5AC+ High","CDK6",0.0131158739194336,-0.297467902897668,0.1,0.373,1
"MUC5AC+ High","ARHGDIA",0.0131328003476497,-0.523743758721344,0.15,0.467,1
"MUC5AC+ High","ENAH",0.0132048416755798,-0.415037499278844,0.15,0.493,1
"MUC5AC+ High","PIGR",0.0132154181054938,0.780610066825075,0.95,0.973,1
"MUC5AC+ High","IFITM3",0.0133024013378825,-0.77521306352317,0.9,0.933,1
"MUC5AC+ High","IL13RA1",0.0133309399800017,-0.387292508795939,0.05,0.347,1
